"Timestamp","edad","lugar_residencia","lugar_origen","trabaja","ingreso_mensual","familiares_graduados","familiares_misma_carrera","conocimiento_plan_estudios","asesoria_universitaria","conocimiento_areas_carrera","previo_test_vocacional","lugar_test_vocacional","momento_test_vocacional","resultados_congruentes_test","conocimiento_test_unah","razones_eleccion_carrera","satisfaccion_carrera","satisfaccion_docentes","motivacion","opcion_inicial_carrera","cambio_carrera","interes_herramienta_tecnologica","pensado_cambio_carrera","factores_no_cambio","veces _cambio_carrera","factores_cambio_carrera","nombre_carrera","multiple_carrera","nombre_opcion_carrera","año_carrera","procentaje_clases_cursadas","porcentaje_clases_facultad","porcentaje_clases_matematica","indice_academico","reprobado","año_reprobacion","reprobado_mas_de_dos","jornada","estudia_grupo","horas_estudio_diario","comunicación_oral_escrita ","relaciones_interpersonales ","creatividad","liderazgo","autodidacta","calculo_mental","resolucion_puzzles","juegos_estrategia","operaciones_matematicas"
"2020/04/14 5:45:05 p.m. GMT-5","21-24 años","Aquiler independiente","Lempira","No","3000- 6000 L.","No","No","Si","Ninguna","Si","No","","","","Si","Demanda laboral","Muy satisfecho","Poco satisfecho",5,"Si","No","Si","No","",NA,"","Ingeniería Eléctrica","","",3,"mas de 50%","0-30%","50-70%","80-89","Si",2,"Si","Mañana","Si","mas de 4 horas","Alta","Alta","Alta","Alta","Alta","Muy alto","Alto","Alto","Alto"
"2020/04/14 5:45:32 p.m. GMT-5","21-24 años","Padres","Francisco Morazán","No","0 - 3000 L.","Si","No","Si","Ninguna","Si","Si","UNAH","Durante la carrera","Si","Si","Interés general en el area de conocimiento;Beneficios económicos","Poco satisfecho","Poco satisfecho",2,"Si","No","Si","Sí","Tu edad;Recursos y tiempo invertidos en la carrera",NA,"","Ingeniería Química","","sistemas o eléctrica",4,"mas de 50%","50-70%","mas de 70%","65-69","Si",3,"Si","Mañana","No","2-4 horas","Alta","Media","Media","Alta","Muy alta","Alto","Muy alto","Muy alto","Alto"
"2020/04/14 5:47:32 p.m. GMT-5","21-24 años","Padres","Francisco Morazán","No","Mayor a 6000 L.","Si","No","No","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento","Muy satisfecho","Nada satisfecho",2,"Si","No","Si","Sí","",NA,"","Ingeniería Química","","",3,"20-50%","0-30%","0-30%","70-79","Si",1,"Si","Mañana","Si","mas de 4 horas","Media","Alta","Media","Media","Media","Bajo","Medio","Medio","Medio"
"2020/04/14 5:48:19 p.m. GMT-5","17-20 años","Familiares","Francisco Morazán","No","0 - 3000 L.","Si","No","Si","Ninguna","Si","Si","Colegio","Antes de cursar la carrera","No","Si","Interés general en el area de conocimiento","Muy satisfecho","Poco satisfecho",3,"Si","No","Si","Sí","Recursos y tiempo invertidos en la carrera",NA,"","Ingeniería Química","","",2,"0-20%","0-30%","0-30%","70-79","Si",1,"Si","Mañana","Si","2-4 horas","Muy alta","Media","Alta","Alta","Media","Medio","Alto","Medio","Medio"
"2020/04/14 5:49:55 p.m. GMT-5","21-24 años","Aquiler independiente","El Paraíso","No","0 - 3000 L.","Si","No","Si","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos","Muy satisfecho","Poco satisfecho",4,"No","Sí","Si","","",1,"Cambio de intereses personales","Ingeniería Química","No","Medicina ",5,"mas de 50%","50-70%","mas de 70%","70-79","Si",3,"Si","Mañana;Tarde","Si","mas de 4 horas","Muy alta","Baja","Alta","Alta","Alta","Muy alto","Muy alto","Muy alto","Muy alto"
"2020/04/14 5:51:31 p.m. GMT-5","21-24 años","Aquiler independiente","Comayagua","No","3000- 6000 L.","Si","No","Si","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento","Muy satisfecho","Poco satisfecho",4,"No","Sí","Si","","",1,"Rendimiento académico","Ingeniería Eléctrica","no","Lic.Matematicas",4,"mas de 50%","30-50%","0-30%","70-79","Si",2,"No","Mañana","No","2-4 horas","Alta","Media","Media","Muy alta","Alta","Muy alto","Alto","Alto","Muy alto"
"2020/04/14 5:51:37 p.m. GMT-5","17-20 años","Padres","Cortes","No","Mayor a 6000 L.","Si","No","Si","Ninguna","No","No","","","","Si","Interés general en el area de conocimiento","Muy satisfecho","Muy satisfecho",5,"Si","No","Si","No","",NA,"","Ingeniería Química","No","No",1,"0-20%","0-30%","0-30%","90-100","No",NA,"","Mañana","Si","2-4 horas","Media","Alta","Muy alta","Media","Alta","Alto","Alto","Medio","Muy alto"
"2020/04/14 5:52:17 p.m. GMT-5","21-24 años","Aquiler independiente","Olancho","No","3000- 6000 L.","Si","No","Si","Ninguna","Si","Si","UNAH","Antes de cursar la carrera","Si","Si","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos","Poco satisfecho","Poco satisfecho",3,"No","Sí","Si","","",1,"Cambio de intereses personales;No era lo que esperaba","Ingeniería Química","","Si Biologia",1,"0-20%","0-30%","30-50%","65-69","Si",1,"Si","Mañana","Si","0-2 horas","Media","Alta","Alta","Alta","Baja","Alto","Bajo","Alto","Medio"
"2020/04/14 5:52:40 p.m. GMT-5","21-24 años","Padres","Francisco Morazán","No","0 - 3000 L.","Si","No","Si","Curso de induccion a la vida universitaria","Si","Si","Colegio","Antes de cursar la carrera","Si","Si","Demanda laboral","Muy satisfecho","Muy satisfecho",4,"Si","No","Si","No","",NA,"","Ingeniería en Sistemas","","",3,"20-50%","0-30%","50-70%","80-89","Si",1,"Si","Tarde","Tal vez","2-4 horas","Media","Media","Media","Alta","Baja","Medio","Medio","Medio","Medio"
"2020/04/14 5:53:27 p.m. GMT-5","21-24 años","Familiares","Choluteca","No","0 - 3000 L.","Si","Si","Si","Ninguna","Si","Si","UNAH;Colegio","Antes de cursar la carrera;Durante la carrera","Si","Si","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos","Muy satisfecho","Poco satisfecho",4,"Si","Sí","Si","","",1,"Falta de puntos para la carrera a la cual aplico en la PAA","Ingeniería Eléctrica","No","Ninguna ",5,"mas de 50%","mas de 70%","mas de 70%","65-69","Si",4,"Si","Mañana;Tarde;Noche","Si","mas de 4 horas","Media","Alta","Alta","Alta","Alta","Alto","Alto","Alto","Alto"
"2020/04/14 5:57:04 p.m. GMT-5","25-28 años","Aquiler independiente","Francisco Morazán","No","0 - 3000 L.","Si","No","Si","Ferias Vocacionales","Si","Si","Colegio","Antes de cursar la carrera","Si","No","Interés general en el area de conocimiento;Por conocer profesionales que ya trabajan en el area","Poco satisfecho","Poco satisfecho",3,"Si","No","Si","No","",NA,"","Ingeniería Química","No","Tal vez biologia",4,"mas de 50%","50-70%","mas de 70%","<65","Si",1,"Si","Mañana;Tarde;Noche","Tal vez","2-4 horas","Muy alta","Muy alta","Media","Alta","Muy alta","Alto","Alto","Medio","Alto"
"2020/04/14 5:59:28 p.m. GMT-5","21-24 años","Padres","Francisco Morazán","No","0 - 3000 L.","Si","No","Si","Ninguna","No","Si","UNAH;Colegio","Antes de cursar la carrera","No","Si","Interés general en el area de conocimiento","Poco satisfecho","Poco satisfecho",3,"Si","No","Si","Tal vez","Opinion familiar/amigos;Factor economico",NA,"","Ingeniería en Sistemas","Ingeniería de Sonido en línea ","Ingeniería mecánica automotriz ",2,"0-20%","0-30%","30-50%","<65","Si",1,"No","Mañana","No","2-4 horas","Baja","Media","Media","Alta","Alta","Alto","Alto","Alto","Medio"
"2020/04/14 5:59:42 p.m. GMT-5","21-24 años","Aquiler independiente","El Paraíso","No","3000- 6000 L.","Si","No","Si","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos;Influencia familiar;Por conocer profesionales que ya trabajan en el area","Muy satisfecho","Muy satisfecho",4,"Si","No","Si","Tal vez","Tu edad;Recursos y tiempo invertidos en la carrera;Opinion familiar/amigos",NA,"","Ingeniería en Sistemas","","Ingeniera Eléctrica ",5,"mas de 50%","mas de 70%","0-30%","80-89","Si",1,"No","Tarde;Noche","Si","mas de 4 horas","Alta","Media","Muy alta","Alta","Muy alta","Alto","Medio","Alto","Muy alto"
"2020/04/14 6:00:29 p.m. GMT-5","17-20 años","Aquiler independiente","Francisco Morazán","No","3000- 6000 L.","Si","No","Si","Ferias Vocacionales","Si","Si","UNAH;Colegio","Antes de cursar la carrera","Si","Si","Interés general en el area de conocimiento;Demanda laboral","Muy satisfecho","Muy satisfecho",5,"No","Sí","Si","","",1,"Influencia familiar;Cambio de intereses personales;No era lo que esperaba","Ingeniería Industrial","","Si",3,"mas de 50%","30-50%","30-50%","80-89","Si",1,"No","Tarde","No","2-4 horas","Alta","Muy alta","Media","Alta","Alta","Muy alto","Medio","Alto","Alto"
"2020/04/14 6:01:36 p.m. GMT-5","21-24 años","Padres","Francisco Morazán","Si","0 - 3000 L.","Si","Si","Si","Ferias Vocacionales","Si","No","","","","No","Demanda laboral;Influencia familiar;Por conocer profesionales que ya trabajan en el area","Muy satisfecho","Muy satisfecho",5,"No","Sí","Si","","",1,"Cambio de intereses personales","Ingeniería en Sistemas","","",1,"0-20%","0-30%","0-30%","65-69","Si",1,"No","Tarde","Tal vez","0-2 horas","Media","Media","Muy alta","Alta","Alta","Medio","Muy alto","Muy alto","Medio"
"2020/04/14 6:01:38 p.m. GMT-5","21-24 años","Padres","Francisco Morazán","No","0 - 3000 L.","Si","Si","Si","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento","Muy satisfecho","Poco satisfecho",5,"Si","No","No","No","",NA,"","Ingeniería en Sistemas","Matemática","",4,"mas de 50%","50-70%","0-30%","80-89","Si",3,"No","Mañana","Si","2-4 horas","Alta","Alta","Muy alta","Alta","Alta","Alto","Alto","Medio","Alto"
"2020/04/14 6:04:28 p.m. GMT-5","21-24 años","Propia","Francisco Morazán","Si","0 - 3000 L.","Si","No","Si","Ferias Vocacionales","Si","No","","","","No","Beneficios económicos;Influencia familiar","Poco satisfecho","Nada satisfecho",3,"Si","No","Si","Sí","Tu edad;Recursos y tiempo invertidos en la carrera",NA,"","Ingeniería en Sistemas","","Medicina o alguna de la rama de economia",3,"mas de 50%","30-50%","0-30%","70-79","Si",2,"Si","Mañana","Si","2-4 horas","Media","Muy Baja","Media","Alta","Alta","Alto","Medio","Alto","Medio"
"2020/04/14 6:04:52 p.m. GMT-5","21-24 años","Aquiler independiente","El Paraíso","No","0 - 3000 L.","Si","No","Si","Ninguna","Si","Si","Colegio;Internet","Antes de cursar la carrera;Durante la carrera","No","No","Interés general en el area de conocimiento","Muy satisfecho","Poco satisfecho",4,"Si","No","Si","No","",NA,"","Ingeniería Química","","",4,"mas de 50%","30-50%","0-30%","70-79","Si",1,"Si","Mañana","Si","0-2 horas","Media","Alta","Muy Baja","Alta","Alta","Medio","Alto","Medio","Alto"
"2020/04/14 6:05:45 p.m. GMT-5","25-28 años","Padres","Francisco Morazán","No","3000- 6000 L.","Si","No","Si","Ferias Vocacionales","Si","Si","Otro","Antes de cursar la carrera","Si","No","Interés general en el area de conocimiento;Beneficios económicos","Poco satisfecho","Poco satisfecho",4,"No","Sí","No","","",1,"Falta de puntos para la carrera a la cual aplico en la PAA","Ingeniería Eléctrica","","",4,"mas de 50%","30-50%","30-50%","70-79","Si",1,"Si","Mañana;Tarde;Noche","Si","0-2 horas","Media","Media","Media","Alta","Media","Alto","Alto","Alto","Alto"
"2020/04/14 6:07:42 p.m. GMT-5","21-24 años","Padres","Francisco Morazán","No","0 - 3000 L.","Si","Si","Si","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento","Muy satisfecho","Poco satisfecho",5,"Si","Sí","Si","","",1,"Falta de puntos para la carrera a la cual aplico en la PAA","Ingeniería Eléctrica","","",5,"mas de 50%","50-70%","30-50%","70-79","Si",1,"No","Mañana;Tarde","Si","2-4 horas","Alta","Alta","Media","Alta","Alta","Alto","Medio","Alto","Alto"
"2020/04/14 6:07:53 p.m. GMT-5","17-20 años","Familiares","Intibucá","No","3000- 6000 L.","Si","No","Si","Ninguna","Si","Si","Colegio;Departamento privado de psicología;Internet","Antes de cursar la carrera","Si","No","Interés general en el area de conocimiento","Muy satisfecho","Muy satisfecho",5,"No","No","Si","Tal vez","Opinion familiar/amigos",NA,"","Ingeniería Química","No","Si, Matemática ",2,"0-20%","0-30%","30-50%","70-79","Si",1,"Si","Mañana","Tal vez","2-4 horas","Media","Baja","Alta","Alta","Media","Muy alto","Muy alto","Muy alto","Muy alto"
"2020/04/14 6:08:17 p.m. GMT-5","21-24 años","Propia","Francisco Morazán","No","3000- 6000 L.","No","No","Si","Ferias Vocacionales;Orientacion  VOAE","Si","Si","UNAH;Colegio;Internet","Antes de cursar la carrera;Durante la carrera","Si","Si","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos","Poco satisfecho","Poco satisfecho",4,"No","Sí","Si","","",1,"Cambio de intereses personales;Factor económico;No era lo que esperaba","Ingeniería Industrial","Si","",5,"mas de 50%","50-70%","30-50%","80-89","No",NA,"","Tarde;Noche","Tal vez","0-2 horas","Alta","Media","Alta","Muy alta","Alta","Alto","Alto","Alto","Alto"
"2020/04/14 6:13:32 p.m. GMT-5","25-28 años","Familiares","Francisco Morazán","Si","Mayor a 6000 L.","Si","No","Si","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento;Por conocer profesionales que ya trabajan en el area","Muy satisfecho","Poco satisfecho",4,"Si","No","Si","Tal vez","Recursos y tiempo invertidos en la carrera;Factor economico;No cuentas con todos los requisitos para el proceso.",NA,"","Ingeniería en Sistemas","No","Contaduría pública",3,"0-20%","0-30%","0-30%","65-69","Si",2,"Si","Noche","No","2-4 horas","Media","Media","Alta","Media","Alta","Alto","Alto","Alto","Alto"
"2020/04/14 6:14:09 p.m. GMT-5","21-24 años","Padres","Francisco Morazán","No","0 - 3000 L.","Si","No","Si","Ferias Vocacionales","Si","Si","Colegio;Internet","Antes de cursar la carrera","Si","Si","Interés general en el area de conocimiento","Muy satisfecho","Poco satisfecho",4,"Si","No","Si","No","",NA,"","Ingeniería Eléctrica","","",5,"mas de 50%","mas de 70%","0-30%","80-89","No",NA,"","Mañana;Tarde;Noche","Si","0-2 horas","Alta","Media","Alta","Media","Muy alta","Medio","Alto","Alto","Medio"
"2020/04/14 6:15:06 p.m. GMT-5","21-24 años","Propia","Francisco Morazán","No","0 - 3000 L.","Si","Si","Si","Ferias Vocacionales","Si","Si","Colegio;Internet","Antes de cursar la carrera","Si","No","Interés general en el area de conocimiento;Demanda laboral;Por conocer profesionales que ya trabajan en el area","Poco satisfecho","Poco satisfecho",4,"Si","Sí","Si","","",2,"Cambio de intereses personales","Ingeniería Industrial","","No sé",4,"mas de 50%","50-70%","30-50%","70-79","Si",2,"Si","Mañana;Tarde","Si","0-2 horas","Alta","Baja","Muy Baja","Alta","Muy alta","Alto","Medio","Medio","Alto"
"2020/04/14 6:17:43 p.m. GMT-5","21-24 años","Propia","Francisco Morazán","No","3000- 6000 L.","Si","Si","Si","Curso de induccion a la vida universitaria","Si","Si","Colegio;Internet","Antes de cursar la carrera","Si","Si","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos;Influencia familiar;Por conocer profesionales que ya trabajan en el area","Muy satisfecho","Muy satisfecho",4,"No","Sí","Si","","",1,"Falta de puntos para la carrera a la cual aplico en la PAA","Ingeniería Química","No","No",5,"mas de 50%","mas de 70%","mas de 70%","70-79","Si",3,"Si","Mañana","Si","mas de 4 horas","Alta","Alta","Alta","Alta","Media","Medio","Alto","Muy alto","Muy alto"
"2020/04/14 6:19:26 p.m. GMT-5","21-24 años","Aquiler independiente","Francisco Morazán","No","0 - 3000 L.","Si","Si","Si","Ninguna","Si","No","","","","No","Interés general en el area de conocimiento","Poco satisfecho","Poco satisfecho",3,"Si","Sí","No","","",1,"Falta de puntos para la carrera a la cual aplico en la PAA","Ingeniería en Sistemas","No","Licenciatura en cultura física y deportes ",4,"mas de 50%","30-50%","mas de 70%","70-79","Si",1,"No","Mañana","No","0-2 horas","Muy alta","Media","Muy alta","Baja","Muy alta","Alto","Alto","Muy alto","Muy alto"
"2020/04/14 6:21:44 p.m. GMT-5","25-28 años","Padres","Intibucá","No","3000- 6000 L.","Si","No","No","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento","Poco satisfecho","Poco satisfecho",3,"Si","No","Si","Sí","Tu edad;Recursos y tiempo invertidos en la carrera;No cuentas con todos los requisitos para el proceso.",NA,"","Ingeniería Química","No","Economia",3,"20-50%","0-30%","mas de 70%","<65","Si",2,"Si","Mañana","Si","0-2 horas","Alta","Alta","Media","Alta","Media","Medio","Bajo","Alto","Alto"
"2020/04/14 6:23:49 p.m. GMT-5","21-24 años","Aquiler independiente","El Paraíso","No","0 - 3000 L.","Si","No","Si","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos","Poco satisfecho","Poco satisfecho",3,"Si","No","Si","Sí","Recursos y tiempo invertidos en la carrera;Opinion familiar/amigos",NA,"","Ingeniería en Sistemas","","Arquitectura",2,"20-50%","mas de 70%","0-30%","65-69","Si",1,"Si","Noche","Si","0-2 horas","Muy alta","Muy alta","Muy alta","Muy alta","Alta","Alto","Muy alto","Muy alto","Muy alto"
"2020/04/14 6:24:34 p.m. GMT-5","21-24 años","Aquiler independiente","Comayagua","No","Mayor a 6000 L.","Si","No","Si","Ninguna","Si","Si","Colegio","Antes de cursar la carrera","Si","Si","Interés general en el area de conocimiento","Muy satisfecho","Poco satisfecho",3,"Si","No","No","Tal vez","Tu edad;Recursos y tiempo invertidos en la carrera",NA,"","Ingeniería Química","No","No",4,"mas de 50%","mas de 70%","30-50%","70-79","Si",3,"Si","Mañana","No","mas de 4 horas","Media","Baja","Media","Media","Muy alta","Alto","Alto","Alto","Alto"
"2020/04/14 6:35:59 p.m. GMT-5","21-24 años","Aquiler independiente","Choluteca","No","3000- 6000 L.","Si","No","Si","Curso de induccion a la vida universitaria","Si","No","","","","No","Interés general en el area de conocimiento;Demanda laboral","No satisfecho","Poco satisfecho",4,"Si","No","Si","Tal vez","Recursos y tiempo invertidos en la carrera",NA,"","Ingeniería Química","","Fisica",5,"mas de 50%","mas de 70%","mas de 70%","65-69","Si",3,"Si","Mañana","Tal vez","0-2 horas","Alta","Alta","Baja","Alta","Muy alta","Muy alto","Muy alto","Muy alto","Alto"
"2020/04/14 6:39:11 p.m. GMT-5","21-24 años","Padres","Francisco Morazán","No","Mayor a 6000 L.","Si","Si","No","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento","No satisfecho","Nada satisfecho",2,"Si","No","No","Sí","Opinion familiar/amigos",NA,"","Ingeniería Química","","Cualquiera menos IQ",4,"mas de 50%","50-70%","30-50%","65-69","Si",3,"Si","Mañana","No","mas de 4 horas","Muy alta","Muy alta","Muy alta","Muy alta","Media","Alto","Medio","Alto","Muy alto"
"2020/04/14 6:39:17 p.m. GMT-5","21-24 años","Familiares","El Paraíso","No","3000- 6000 L.","Si","No","Si","Curso de induccion a la vida universitaria","Si","No","","","","No","Interés general en el area de conocimiento;Demanda laboral","Muy satisfecho","Muy satisfecho",5,"No","Sí","Si","","",1,"No era lo que esperaba","Ingeniería Eléctrica","No","Sí, astronomía ",2,"20-50%","0-30%","30-50%","70-79","Si",1,"No","Mañana","Si","2-4 horas","Alta","Media","Media","Muy alta","Alta","Medio","Medio","Bajo","Alto"
"2020/04/14 6:47:53 p.m. GMT-5","17-20 años","Padres","Francisco Morazán","No","0 - 3000 L.","Si","No","No","Ferias Vocacionales","Si","No","","","","No","Interés general en el area de conocimiento","Poco satisfecho","Poco satisfecho",4,"No","Sí","Si","","",1,"No era lo que esperaba","Ingeniería Industrial","","",4,"mas de 50%","30-50%","0-30%","80-89","Si",2,"No","Mañana;Tarde;Noche","Tal vez","0-2 horas","Muy alta","Muy alta","Media","Muy alta","Media","Alto","Muy alto","Muy alto","Alto"
"2020/04/14 6:48:38 p.m. GMT-5","mayor de 28","Familiares","Francisco Morazán","Si","Mayor a 6000 L.","Si","No","Si","Curso de induccion a la vida universitaria","No","No","","","","No","Interés general en el area de conocimiento","Muy satisfecho","Muy satisfecho",5,"Si","No","Si","No","",NA,"","Ingeniería en Sistemas","No","No",1,"0-20%","0-30%","0-30%","<65","Si",1,"Si","Noche","Tal vez","0-2 horas","Media","Baja","Alta","Media","Alta","Medio","Alto","Alto","Medio"
"2020/04/14 6:55:01 p.m. GMT-5","25-28 años","Aquiler independiente","Francisco Morazán","Si","Mayor a 6000 L.","Si","No","No","Ninguna","No","No","","","","No","Beneficios económicos","Poco satisfecho","Poco satisfecho",3,"Si","No","Si","Tal vez","Tu edad",NA,"","Ingeniería en Sistemas","","Algo más enfocado en redes y comunicación ",2,"0-20%","0-30%","0-30%","<65","Si",1,"No","Tarde","Tal vez","0-2 horas","Muy alta","Alta","Media","Muy alta","Alta","Alto","Medio","Alto","Medio"
"2020/04/14 7:01:54 p.m. GMT-5","21-24 años","Padres","Francisco Morazán","No","0 - 3000 L.","Si","No","Si","Ferias Vocacionales;Orientacion  VOAE","Si","Si","UNAH;Internet","Antes de cursar la carrera","Si","Si","Interés general en el area de conocimiento","Poco satisfecho","Poco satisfecho",5,"Si","Sí","No","","",1,"Falta de puntos para la carrera a la cual aplico en la PAA","Ingeniería en Sistemas","No","No",2,"0-20%","30-50%","30-50%","<65","Si",1,"Si","Mañana;Tarde","Si","2-4 horas","Muy alta","Alta","Media","Alta","Media","Medio","Muy alto","Alto","Medio"
"2020/04/14 7:06:08 p.m. GMT-5","25-28 años","Padres","Francisco Morazán","No","0 - 3000 L.","Si","Si","Si","Ninguna","Si","No","","","","No","Interés general en el area de conocimiento","Poco satisfecho","Nada satisfecho",1,"Si","No","Si","No","",NA,"","Ingeniería Química","No","Astrofisica",4,"mas de 50%","50-70%","0-30%","<65","Si",4,"Si","Mañana","Tal vez","2-4 horas","Alta","Media","Media","Alta","Alta","Alto","Alto","Muy alto","Alto"
"2020/04/14 7:06:54 p.m. GMT-5","mayor de 28","Aquiler independiente","Francisco Morazán","Si","Mayor a 6000 L.","Si","No","Si","Orientacion  VOAE","Si","Si","Colegio","Antes de cursar la carrera","Si","Si","Interés general en el area de conocimiento","Muy satisfecho","Muy satisfecho",5,"Si","No","No","No","",NA,"","Ingeniería en Sistemas","","",5,"mas de 50%","mas de 70%","mas de 70%","65-69","Si",2,"Si","Noche","No","0-2 horas","Muy alta","Alta","Baja","Muy alta","Muy alta","Medio","Alto","Muy alto","Medio"
"2020/04/14 7:16:19 p.m. GMT-5","17-20 años","Aquiler independiente","El Paraíso","No","3000- 6000 L.","Si","No","Si","Curso de induccion a la vida universitaria","Si","No","","","","No","Interés general en el area de conocimiento;Demanda laboral","Muy satisfecho","Poco satisfecho",4,"Si","No","No","No","",NA,"","Ingeniería Eléctrica","","Tal vez",2,"0-20%","0-30%","30-50%","65-69","Si",1,"Si","Tarde","Si","2-4 horas","Media","Media","Muy alta","Alta","Alta","Alto","Muy alto","Muy alto","Alto"
"2020/04/14 7:23:43 p.m. GMT-5","21-24 años","Aquiler independiente","Comayagua","No","0 - 3000 L.","Si","No","No","Ninguna","Si","No","","","","No","Interés general en el area de conocimiento;Por conocer profesionales que ya trabajan en el area","Muy satisfecho","Nada satisfecho",5,"No","Sí","Si","","",1,"No era lo que esperaba","Ingeniería Eléctrica","No","Si",4,"mas de 50%","50-70%","30-50%","65-69","Si",2,"Si","Mañana;Tarde;Noche","Si","0-2 horas","Muy alta","Muy alta","Alta","Muy alta","Alta","Muy alto","Alto","Alto","Muy alto"
"2020/04/14 7:28:17 p.m. GMT-5","21-24 años","Padres","Francisco Morazán","Si","Mayor a 6000 L.","Si","Si","Si","Orientacion  VOAE","Si","Si","UNAH","Antes de cursar la carrera","No","Si","Interés general en el area de conocimiento;Demanda laboral","Muy satisfecho","Muy satisfecho",4,"No","Sí","No","","",1,"Influencia familiar;No era lo que esperaba","Ingeniería en Sistemas","","",1,"0-20%","0-30%","0-30%","70-79","Si",1,"No","Mañana","No","0-2 horas","Media","Baja","Alta","Media","Alta","Medio","Muy alto","Muy alto","Medio"
"2020/04/14 7:28:48 p.m. GMT-5","21-24 años","Padres","Olancho","Si","Mayor a 6000 L.","Si","Si","No","Ninguna","Si","Si","Internet","Durante la carrera","No","Si","Interés general en el area de conocimiento","Poco satisfecho","Poco satisfecho",3,"Si","No","No","No","",NA,"","Ingeniería en Sistemas","","Astronomía y astrofísica o medicina",5,"mas de 50%","mas de 70%","0-30%","70-79","Si",1,"No","Noche","No","0-2 horas","Media","Baja","Alta","Baja","Muy alta","Alto","Alto","Alto","Alto"
"2020/04/14 7:36:58 p.m. GMT-5","17-20 años","Aquiler independiente","El Paraíso","No","Mayor a 6000 L.","Si","Si","Si","Ninguna","Si","No","","","","No","Interés general en el area de conocimiento;Beneficios económicos;Por conocer profesionales que ya trabajan en el area","Muy satisfecho","Poco satisfecho",5,"Si","No","Si","No","",NA,"","Ingeniería Eléctrica","","",2,"20-50%","0-30%","30-50%","70-79","Si",2,"Si","Mañana;Tarde","No","0-2 horas","Media","Alta","Media","Alta","Alta","Muy alto","Muy alto","Muy alto","Muy alto"
"2020/04/14 7:49:57 p.m. GMT-5","21-24 años","Padres","Francisco Morazán","No","0 - 3000 L.","Si","No","Si","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos;Por conocer profesionales que ya trabajan en el area","Muy satisfecho","Muy satisfecho",5,"Si","No","Si","No","",NA,"","Ingeniería en Sistemas","No","No",1,"0-20%","0-30%","0-30%","<65","Si",1,"No","Mañana","No","0-2 horas","Muy alta","Muy alta","Alta","Media","Muy alta","Alto","Alto","Medio","Medio"
"2020/04/14 7:51:19 p.m. GMT-5","21-24 años","Aquiler independiente","Cortes","No","0 - 3000 L.","Si","No","Si","Ninguna","Si","No","","","","No","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos","Poco satisfecho","Poco satisfecho",4,"No","Sí","Si","","",1,"No era lo que esperaba","Ingeniería Química","","Historia",2,"20-50%","0-30%","0-30%","80-89","Si",2,"No","Mañana","No","0-2 horas","Muy alta","Alta","Alta","Alta","Alta","","Muy alto","Muy alto",""
"2020/04/14 8:01:30 p.m. GMT-5","25-28 años","Aquiler independiente","Valle","No","0 - 3000 L.","Si","No","Si","Ninguna","Si","Si","Colegio","Antes de cursar la carrera;Durante la carrera","Si","No","Interés general en el area de conocimiento","Muy satisfecho","Poco satisfecho",4,"Si","No","Si","No","",NA,"","Ingeniería Química","No","Fisica",5,"20-50%","30-50%","0-30%","65-69","Si",3,"Si","Mañana;Tarde","No","mas de 4 horas","Alta","Muy alta","Media","Muy alta","Muy alta","Muy alto","Muy alto","Muy alto","Muy alto"
"2020/04/14 8:05:33 p.m. GMT-5","25-28 años","Aquiler independiente","Francisco Morazán","Si","3000- 6000 L.","Si","No","Si","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento","Poco satisfecho","Poco satisfecho",3,"No","No","Si","Sí","Tu edad;Recursos y tiempo invertidos en la carrera;Opinion familiar/amigos;Factor economico",NA,"","Ingeniería en Sistemas","no","ingenieria eléctrica",5,"mas de 50%","mas de 70%","mas de 70%","80-89","Si",2,"Si","Noche","Tal vez","2-4 horas","Alta","Media","Muy alta","Alta","Alta","Alto","Alto","Alto","Alto"
